,model_key,mileage,engine_power,fuel,paint_color,car_type,private_parking_available,has_gps,has_air_conditioning,automatic_car,has_getaround_connect,has_speed_regulator,winter_tires,rental_price_per_day
4188,Mitsubishi,142463,190,diesel,white,suv,True,True,False,True,False,False,True,200
4189,BMW,196501,135,diesel,silver,suv,True,True,True,True,False,True,True,131
4190,BMW,87432,135,diesel,silver,suv,False,False,False,False,False,False,False,146
4191,BMW,85603,140,diesel,grey,suv,True,True,True,False,False,False,False,164
4192,Nissan,53361,105,diesel,white,suv,False,True,False,False,False,False,True,114
4193,Nissan,100488,105,diesel,white,suv,False,True,False,True,False,True,True,127
4194,Mitsubishi,71743,190,diesel,black,suv,True,True,False,True,True,True,True,210
4195,Mitsubishi,193244,155,diesel,black,suv,False,True,True,True,True,False,True,127
4196,Subaru,114410,280,diesel,black,suv,True,True,False,True,True,False,True,191
4197,Mitsubishi,85526,190,diesel,white,suv,True,True,False,True,False,False,True,203
4198,Mitsubishi,54433,190,diesel,black,suv,False,True,True,True,True,True,True,198
4199,Mitsubishi,123474,190,diesel,black,suv,True,True,False,True,True,True,True,208
4200,BMW,101071,140,diesel,black,suv,False,True,False,True,False,False,True,141
4201,BMW,169680,135,diesel,silver,suv,True,True,False,True,False,True,True,130
4202,BMW,182218,190,diesel,black,suv,True,True,True,True,True,False,True,137
4203,BMW,116168,190,diesel,grey,suv,True,True,True,True,True,True,True,151
4204,Nissan,233114,100,diesel,black,suv,False,False,False,False,False,False,False,90
4205,Nissan,124597,100,diesel,beige,suv,False,False,False,True,False,False,True,100
4206,BMW,172437,135,diesel,grey,suv,True,True,False,True,True,False,True,135
4207,BMW,157625,135,diesel,grey,suv,True,True,False,True,False,False,True,130
4208,BMW,67211,140,diesel,black,suv,False,True,False,True,True,False,True,152
4209,Mitsubishi,72664,160,diesel,black,suv,True,True,False,True,True,False,True,186
4210,BMW,111368,120,diesel,black,suv,True,False,False,True,True,False,False,132
4211,BMW,178811,105,diesel,grey,suv,True,True,False,False,False,False,True,112
4212,BMW,131789,100,diesel,brown,suv,True,True,True,False,False,False,True,120
4213,BMW,131931,120,diesel,silver,suv,True,True,False,True,False,True,True,130
4214,Mitsubishi,129317,230,hybrid_petrol,blue,suv,True,False,False,False,False,False,True,215
4215,BMW,117297,135,diesel,silver,suv,True,True,False,True,True,False,True,149
4216,BMW,166934,135,diesel,grey,suv,True,True,False,True,False,False,True,133
4217,Nissan,159393,160,diesel,white,suv,False,True,False,False,False,False,False,116
4218,BMW,182914,190,diesel,black,suv,True,True,True,True,True,False,True,134
4219,Toyota,107244,280,diesel,grey,suv,True,True,True,False,False,False,True,210
4220,Nissan,192275,100,diesel,black,suv,False,False,False,False,False,False,True,96
4221,BMW,102735,135,diesel,silver,suv,False,False,False,False,False,False,False,134
4222,Mitsubishi,131069,155,diesel,grey,suv,True,True,True,True,False,False,True,122
4223,BMW,151652,120,diesel,black,suv,True,True,False,True,False,False,True,126
4224,Nissan,163484,85,diesel,white,suv,False,False,False,False,False,False,False,103
4225,Nissan,165199,130,diesel,brown,suv,True,True,True,True,True,False,True,110
4226,BMW,161729,100,diesel,brown,suv,True,True,False,False,False,False,True,117
4227,BMW,175485,140,diesel,white,suv,True,True,False,True,True,True,True,140
4228,BMW,148769,135,diesel,black,suv,True,False,False,True,False,False,True,140
4229,Nissan,171677,100,diesel,black,suv,True,True,False,False,False,False,True,117
4230,Mitsubishi,167489,180,diesel,black,suv,True,True,True,True,True,True,True,147
4231,BMW,52716,120,diesel,grey,suv,True,True,False,True,False,False,True,153
4232,Nissan,145455,105,diesel,black,suv,False,False,False,True,False,True,True,109
4233,Mitsubishi,59883,190,diesel,brown,suv,True,True,True,True,True,False,True,216
4234,Nissan,191958,100,diesel,grey,suv,False,True,False,False,False,False,True,101
4235,Subaru,47417,230,diesel,black,suv,True,True,True,True,False,True,True,244
4236,BMW,182391,190,diesel,black,suv,True,True,True,True,True,False,True,134
4237,BMW,146529,110,diesel,white,suv,True,True,False,False,False,False,True,136
4238,Nissan,80061,135,diesel,grey,suv,True,True,False,False,False,False,False,130
4239,BMW,108628,140,diesel,black,suv,True,True,False,True,True,True,True,163
4240,Nissan,145046,135,diesel,white,suv,False,False,False,False,False,False,False,122
4241,Mitsubishi,26128,160,diesel,white,suv,True,False,False,False,False,False,True,189
4242,BMW,128281,135,diesel,black,suv,True,True,False,True,True,True,True,133
4243,BMW,79569,100,diesel,black,suv,True,True,False,False,False,False,True,129
4244,BMW,77356,105,diesel,black,suv,False,True,False,False,False,False,True,151
4245,Mitsubishi,91975,155,diesel,grey,suv,True,True,False,True,False,False,True,156
4246,BMW,180606,110,diesel,brown,suv,True,True,False,True,False,False,True,81
4247,Mitsubishi,125864,190,diesel,grey,suv,True,True,True,False,False,False,True,176
4248,SEAT,27264,140,diesel,white,suv,False,True,False,False,False,False,True,188
4249,Nissan,119398,100,diesel,silver,suv,True,True,False,True,False,False,True,104
4250,Subaru,150500,225,diesel,black,suv,True,True,False,True,True,True,True,153
4251,Nissan,138122,85,diesel,silver,suv,True,True,True,False,False,False,True,114
4252,Mitsubishi,150525,190,diesel,grey,suv,True,True,False,True,False,False,True,182
4253,BMW,117115,135,diesel,black,suv,True,True,False,True,True,True,True,149
4254,Nissan,89668,105,diesel,white,suv,False,True,True,False,True,True,True,138
4255,Mitsubishi,96985,160,diesel,black,suv,True,True,False,True,True,False,True,181
4256,BMW,104753,135,diesel,silver,suv,True,True,False,True,False,False,True,130
4257,Mitsubishi,127082,190,diesel,black,suv,True,True,True,True,False,True,True,198
4258,Mitsubishi,101042,225,diesel,black,suv,False,True,False,True,True,False,True,154
4259,BMW,154812,135,diesel,black,suv,False,True,False,True,True,True,True,140
4260,BMW,27253,190,diesel,grey,suv,True,True,False,True,True,True,True,206
4261,BMW,72760,120,diesel,silver,suv,True,True,True,True,True,False,True,145
4262,Mitsubishi,151480,190,diesel,black,suv,True,True,True,False,True,False,True,183
4263,SEAT,25830,140,diesel,black,suv,True,True,False,True,True,True,True,186
4264,Nissan,11429,85,diesel,black,suv,True,True,False,False,False,False,True,141
4265,Mitsubishi,140084,280,diesel,blue,suv,True,True,True,True,False,True,True,209
4266,BMW,56199,105,diesel,white,suv,False,False,False,False,False,False,False,137
4267,Mitsubishi,100943,190,diesel,grey,suv,False,True,True,False,False,False,False,175
4268,Nissan,89766,100,diesel,blue,suv,True,True,False,True,False,False,True,115
4269,Nissan,187698,100,diesel,white,suv,False,True,False,False,False,True,True,99
4270,Nissan,94545,100,diesel,black,suv,True,True,False,False,False,False,True,104
4271,Mitsubishi,128550,280,diesel,black,suv,True,True,True,True,False,True,True,211
4272,Toyota,110292,155,diesel,black,suv,True,True,True,True,False,False,True,163
4273,Nissan,92869,105,diesel,black,suv,False,True,False,False,True,False,True,121
4274,Mitsubishi,188067,230,diesel,grey,suv,True,True,True,True,True,True,True,188
4275,Mitsubishi,41367,160,diesel,black,suv,True,True,False,False,True,False,True,207
4276,BMW,140829,135,diesel,silver,suv,True,True,False,True,True,False,True,141
4277,Nissan,135492,85,diesel,blue,suv,True,True,False,False,False,False,True,109
4278,BMW,138259,160,diesel,blue,suv,True,True,True,False,True,False,True,91
4279,BMW,73565,190,diesel,brown,suv,True,True,False,True,True,True,True,167
4280,BMW,126248,140,diesel,grey,suv,True,True,False,False,True,False,True,145
4281,BMW,107946,140,diesel,white,suv,False,False,True,False,False,False,True,154
4282,Suzuki,90157,190,diesel,white,suv,True,True,True,True,True,True,True,221
4283,BMW,66230,135,diesel,blue,suv,True,True,False,True,True,False,True,153
4284,Mitsubishi,100304,230,diesel,black,suv,True,True,True,True,False,True,True,203
4285,BMW,122543,190,diesel,white,suv,True,True,True,True,True,True,True,162
4286,SEAT,27446,120,diesel,black,suv,True,True,False,True,False,False,True,183
4287,Nissan,189552,120,diesel,black,suv,True,True,True,False,False,False,True,108
4288,BMW,116893,135,diesel,silver,suv,True,True,False,True,False,True,True,133
4289,Mitsubishi,155115,160,diesel,brown,suv,True,True,False,True,True,False,True,182
4290,Nissan,127544,120,diesel,white,suv,False,False,False,False,False,False,True,90
4291,Nissan,106800,105,diesel,blue,suv,True,True,True,True,True,False,True,119
4292,BMW,132100,120,diesel,blue,suv,True,True,True,True,True,False,True,138
4293,BMW,256418,110,diesel,grey,suv,True,True,False,True,False,False,True,73
4294,BMW,213076,130,diesel,black,suv,True,True,False,False,True,False,True,106
4295,Mitsubishi,161200,190,diesel,blue,suv,True,True,False,True,True,True,True,190
4296,BMW,102056,135,diesel,black,suv,True,True,False,True,True,False,True,147
4297,BMW,193144,100,diesel,grey,suv,False,True,False,False,False,False,True,117
4298,BMW,167354,190,diesel,black,suv,True,True,False,True,True,True,True,139
4299,Nissan,141120,105,diesel,grey,suv,True,True,False,True,False,False,True,118
4300,SEAT,53113,120,diesel,black,suv,True,True,False,True,True,False,True,188
4301,BMW,192904,105,diesel,beige,suv,False,True,False,False,False,False,True,110
4302,BMW,90810,120,diesel,black,suv,True,True,False,True,False,False,True,122
4303,BMW,101368,135,diesel,white,suv,True,True,True,True,True,True,True,163
4304,BMW,155034,120,diesel,grey,suv,True,True,False,True,True,True,True,139
4305,BMW,120395,140,diesel,black,suv,True,True,True,True,False,True,True,162
4306,BMW,84304,140,diesel,brown,suv,True,True,True,True,True,False,True,165
4307,BMW,136860,135,diesel,silver,suv,True,True,False,True,False,False,True,139
4308,BMW,132245,100,diesel,blue,suv,True,True,False,False,False,True,True,111
4309,Nissan,166020,130,diesel,black,suv,True,False,False,False,True,False,True,114
4310,BMW,46409,135,diesel,silver,suv,True,True,False,False,False,False,False,151
4311,BMW,248855,135,diesel,white,suv,False,False,False,True,False,False,True,126
4312,BMW,123577,140,diesel,white,suv,False,True,False,False,False,False,True,147
4313,SEAT,185936,140,diesel,red,suv,True,True,False,True,True,False,True,174
4314,Mitsubishi,167199,180,diesel,white,suv,True,True,True,True,True,True,True,143
4315,Mitsubishi,104680,190,diesel,blue,suv,True,True,True,True,True,False,True,189
4316,Nissan,144341,100,diesel,blue,suv,True,False,False,False,False,False,True,98
4317,Toyota,38919,190,diesel,black,suv,True,True,False,False,False,False,True,224
4318,Nissan,87335,105,diesel,black,suv,False,True,False,True,True,False,True,128
4319,Nissan,82406,100,diesel,black,suv,True,True,True,False,False,False,True,119
4320,BMW,60529,135,petrol,black,suv,True,True,False,False,False,False,False,179
4321,BMW,137468,135,diesel,white,suv,True,True,False,True,False,False,True,129
4322,Mitsubishi,114520,190,diesel,black,suv,True,True,True,False,False,False,True,188
4323,BMW,126655,135,diesel,grey,suv,True,True,False,False,False,False,True,123
4324,BMW,166161,140,diesel,black,suv,True,True,False,True,True,True,True,152
4325,Nissan,156657,100,diesel,grey,suv,True,True,False,False,False,False,True,102
4326,Nissan,54723,85,diesel,brown,suv,True,True,True,False,False,False,True,119
4327,Nissan,171831,100,diesel,white,suv,False,True,False,False,False,False,True,117
4328,BMW,145533,140,diesel,black,suv,True,True,True,True,True,True,True,151
4329,BMW,188195,135,diesel,white,suv,False,False,False,True,True,False,True,120
4330,Nissan,119298,105,diesel,black,suv,False,False,False,True,True,False,True,112
4331,Mitsubishi,95657,190,diesel,silver,suv,True,True,False,True,False,True,True,204
4332,BMW,99369,135,diesel,silver,suv,True,True,True,True,True,True,True,132
4333,BMW,165288,120,diesel,black,suv,True,True,False,True,False,False,True,127
4334,Toyota,220471,155,diesel,black,suv,True,True,True,True,True,True,True,146
4335,BMW,163236,135,diesel,blue,suv,False,True,True,True,False,True,True,126
4336,Nissan,114794,105,diesel,silver,suv,False,False,False,False,False,False,False,74
4337,BMW,91380,135,diesel,silver,suv,False,False,False,False,False,False,False,125
4338,Mitsubishi,70592,230,diesel,blue,suv,True,True,True,True,True,False,True,198
4339,Toyota,62779,280,diesel,black,suv,True,True,False,False,False,False,True,223
4340,Nissan,165275,160,diesel,black,suv,True,False,False,True,True,False,True,120
4341,Mitsubishi,91235,155,diesel,grey,suv,True,True,False,True,False,False,True,155
4342,SEAT,90853,140,diesel,silver,suv,True,True,False,True,True,False,True,179
4343,BMW,149057,110,diesel,green,suv,False,False,False,True,False,False,True,79
4344,Nissan,75931,150,diesel,brown,suv,True,True,False,True,True,True,True,127
4345,BMW,244321,110,diesel,black,suv,True,True,True,True,True,True,True,82
4346,Mitsubishi,154036,230,diesel,black,suv,True,True,True,True,False,True,True,196
4347,BMW,96062,135,diesel,blue,suv,True,True,True,False,False,False,True,132
4348,Nissan,43657,135,diesel,grey,suv,False,False,False,False,False,False,False,116
4349,Subaru,128629,225,diesel,white,suv,True,True,True,True,False,True,True,190
4350,Mitsubishi,29556,190,diesel,grey,suv,False,True,True,True,True,False,True,189
4351,Nissan,175799,120,diesel,white,suv,True,True,False,False,False,False,True,112
4352,BMW,145047,230,diesel,blue,suv,True,True,True,True,True,True,True,149
4353,Toyota,153695,280,diesel,white,suv,True,True,False,True,False,True,True,221
4354,BMW,99278,100,diesel,brown,suv,True,True,False,False,True,False,True,128
4355,Nissan,168996,100,diesel,brown,suv,False,False,False,False,False,False,True,76
4356,BMW,79685,190,diesel,black,suv,False,False,False,False,False,False,False,10
4357,BMW,75616,110,diesel,black,suv,True,True,False,False,False,False,True,146
4358,Mitsubishi,55366,190,diesel,grey,suv,True,True,False,True,True,False,True,185
4359,Nissan,194345,105,diesel,black,suv,True,False,False,True,False,False,True,113
4360,Mitsubishi,216727,225,diesel,brown,suv,True,True,True,True,True,False,True,142
4361,Nissan,88894,160,diesel,brown,suv,True,True,False,True,False,False,True,131
4362,Mitsubishi,78211,190,diesel,black,suv,True,True,True,True,True,False,True,193
4363,BMW,131694,140,diesel,white,suv,False,True,False,True,False,False,True,148
4364,BMW,151971,110,diesel,black,suv,True,True,False,False,True,False,True,127
4365,BMW,283612,110,diesel,black,suv,True,False,False,True,False,False,True,72
4366,SEAT,136235,140,diesel,red,suv,True,True,False,True,False,True,True,179
4367,Nissan,110778,150,diesel,black,suv,True,True,False,True,True,True,False,114
4368,BMW,163203,135,diesel,brown,suv,True,True,False,True,False,False,True,120
4369,BMW,192167,100,diesel,silver,suv,True,True,True,False,False,False,True,117
4370,Subaru,134154,300,hybrid_petrol,black,suv,True,True,False,True,True,False,True,148
4371,Nissan,80489,135,diesel,grey,suv,True,True,False,False,False,False,False,128
4372,Mitsubishi,612,183,diesel,black,suv,True,True,False,False,False,False,True,222
4373,Mitsubishi,350615,170,petrol,black,suv,True,False,False,False,False,False,True,59
4374,BMW,176076,190,diesel,white,suv,True,True,False,True,True,True,True,160
4375,BMW,163674,120,diesel,silver,suv,True,True,False,True,True,False,True,132
4376,Subaru,125660,180,diesel,white,suv,True,True,True,True,True,False,True,162
4377,BMW,113722,120,diesel,silver,suv,True,True,False,True,True,False,True,144
4378,BMW,72592,135,diesel,black,suv,False,False,False,False,False,False,False,156
4379,BMW,12541,120,diesel,brown,suv,True,True,True,True,False,False,True,136
4380,Mitsubishi,152688,230,diesel,black,suv,True,True,False,True,False,False,True,203
4381,BMW,163747,190,diesel,black,suv,True,True,True,True,False,False,True,150
4382,Mitsubishi,109804,190,diesel,grey,suv,True,True,False,True,True,False,True,184
4383,Mitsubishi,71161,190,diesel,white,suv,True,True,True,True,False,True,True,205
4384,BMW,110963,120,diesel,black,suv,True,True,False,True,False,False,True,128
4385,BMW,124700,120,diesel,red,suv,True,True,False,True,False,False,True,124
4386,BMW,173627,120,diesel,black,suv,False,True,False,True,False,False,True,130
4387,BMW,103626,120,diesel,grey,suv,False,True,False,True,False,False,True,124
4388,Nissan,114674,135,diesel,white,suv,False,False,False,False,False,False,False,118
4389,BMW,99886,120,diesel,blue,suv,True,True,False,True,False,False,True,144
4390,Mitsubishi,205054,225,diesel,grey,suv,True,True,False,True,True,True,True,137
4391,Nissan,129691,105,diesel,black,suv,False,True,False,False,True,False,True,132
4392,SEAT,68668,140,diesel,black,suv,True,True,False,True,True,False,True,171
4393,BMW,163341,120,diesel,black,suv,True,True,False,True,True,True,True,127
4394,BMW,67127,105,diesel,blue,suv,True,True,False,False,False,False,True,142
4395,Nissan,139295,100,diesel,black,suv,True,True,False,False,False,True,True,122
4396,Nissan,81638,85,diesel,black,suv,False,True,False,False,False,False,True,114
4397,Nissan,115466,100,diesel,black,suv,True,True,False,False,False,False,True,107
4398,BMW,198866,230,diesel,silver,suv,True,True,False,True,True,True,True,135
4399,Mitsubishi,203919,173,diesel,black,suv,True,True,True,True,True,False,True,103
4400,BMW,99768,135,diesel,grey,suv,False,True,False,True,False,False,True,133
4401,Nissan,130634,100,diesel,black,suv,True,False,False,False,False,False,True,59
4402,BMW,195647,110,diesel,green,suv,True,False,False,True,False,False,True,84
4403,Nissan,127905,120,diesel,white,suv,False,False,False,False,False,False,False,110
4404,Mitsubishi,181159,225,diesel,brown,suv,True,True,False,True,True,False,True,130
4405,BMW,108222,135,diesel,white,suv,False,True,False,True,True,False,True,152
4406,BMW,150255,140,diesel,white,suv,True,True,False,True,True,True,True,151
4407,Nissan,214888,85,diesel,silver,suv,True,True,False,False,True,False,True,110
4408,Mitsubishi,158702,210,diesel,black,suv,True,True,False,False,True,False,True,130
4409,BMW,187149,135,diesel,black,suv,False,True,True,True,True,False,True,129
4410,Mitsubishi,60380,180,diesel,black,suv,True,True,True,True,True,False,True,170
4411,Subaru,167595,155,diesel,black,suv,True,True,False,True,True,False,True,162
4412,Nissan,145744,85,diesel,white,suv,False,True,False,False,False,False,True,100
4413,BMW,80541,100,diesel,black,suv,False,True,False,False,True,True,True,119
4414,BMW,148780,140,diesel,black,suv,True,True,False,True,True,True,True,156
4415,BMW,174677,140,diesel,black,suv,True,True,False,True,True,False,True,156
4416,Subaru,146042,210,diesel,black,suv,True,True,True,True,True,False,True,154
4417,BMW,158638,135,diesel,silver,suv,False,True,False,True,True,False,True,137
4418,BMW,169673,135,diesel,silver,suv,True,True,False,True,False,True,True,132
4419,Mitsubishi,159649,155,diesel,blue,suv,True,True,True,True,True,True,True,130
4420,Nissan,56899,85,diesel,brown,suv,True,False,False,False,False,False,True,130
4421,BMW,184243,130,diesel,blue,suv,True,False,True,False,False,False,True,107
4422,BMW,139829,100,diesel,brown,suv,True,True,False,False,False,False,True,130
4423,Mitsubishi,238629,155,diesel,black,suv,True,True,True,True,True,True,True,87
4424,BMW,137321,190,diesel,grey,suv,True,True,True,True,True,True,True,152
4425,BMW,69173,135,diesel,grey,suv,True,True,False,True,True,True,True,144
4426,Nissan,58189,100,diesel,black,suv,False,True,False,False,False,False,True,103
4427,Subaru,154251,225,petrol,white,suv,True,True,False,True,True,True,True,134
4428,BMW,108756,135,diesel,black,suv,True,True,False,True,True,False,True,149
4429,Subaru,169215,180,diesel,white,suv,True,True,True,True,True,True,True,182
4430,Nissan,88251,135,diesel,black,suv,True,True,True,True,True,True,True,135
4431,Subaru,352167,155,diesel,grey,suv,True,True,False,True,True,False,True,132
4432,BMW,150306,140,diesel,grey,suv,True,True,True,True,True,True,True,165
4433,Mitsubishi,103411,190,diesel,black,suv,True,True,True,True,True,True,True,195
4434,Mitsubishi,113719,230,diesel,grey,suv,True,True,True,False,False,False,False,203
4435,Nissan,96624,105,diesel,grey,suv,False,False,False,True,False,False,True,112
4436,Nissan,57420,85,diesel,brown,suv,True,False,False,False,False,False,True,131
4437,Mitsubishi,171250,160,diesel,black,suv,True,True,False,True,True,False,True,176
4438,Nissan,116298,135,diesel,grey,suv,True,True,True,True,True,False,True,133
4439,Mitsubishi,49874,190,diesel,white,suv,True,True,False,True,True,False,True,215
4440,BMW,178599,105,diesel,black,suv,False,True,False,False,False,False,True,112
4441,BMW,125180,100,diesel,beige,suv,False,True,False,False,False,False,True,117
4442,BMW,117774,120,diesel,brown,suv,False,False,False,True,False,False,True,120
4443,Mitsubishi,160391,155,diesel,blue,suv,True,True,True,True,True,True,True,127
4444,BMW,160822,105,diesel,black,suv,True,False,False,True,False,False,True,120
4445,SEAT,63543,140,diesel,black,suv,True,True,False,True,True,True,True,181
4446,Subaru,110556,190,diesel,black,suv,True,True,True,True,False,True,True,224
4447,Mitsubishi,100207,190,diesel,white,suv,True,True,True,True,True,False,True,201
4448,Nissan,188793,120,diesel,black,suv,True,True,True,False,False,False,True,105
4449,Mitsubishi,249546,160,diesel,grey,suv,False,True,False,True,True,False,True,71
4450,SEAT,73719,140,diesel,grey,suv,True,True,True,True,True,False,True,184
4451,BMW,89868,190,diesel,black,suv,True,False,False,True,True,False,True,141
4452,Nissan,177093,105,diesel,beige,suv,False,True,False,False,False,False,True,109
4453,BMW,106739,140,diesel,white,suv,True,True,False,True,True,True,True,169
4454,BMW,168505,120,diesel,black,suv,True,True,True,True,True,False,True,121
4455,Nissan,151979,130,diesel,blue,suv,True,False,True,True,True,False,True,111
4456,Nissan,158716,130,diesel,black,suv,False,True,True,True,True,True,True,120
4457,Subaru,100512,280,diesel,black,suv,True,True,False,True,False,True,True,213
4458,Nissan,81593,100,diesel,black,suv,True,True,True,False,False,False,True,124
4459,BMW,195070,120,diesel,grey,suv,True,True,False,True,False,False,True,122
4460,BMW,141523,135,diesel,silver,suv,False,True,False,True,False,False,True,122
4461,BMW,149392,135,diesel,black,suv,True,True,False,True,True,True,True,141
4462,BMW,152031,135,diesel,blue,suv,True,True,True,True,True,True,True,137
4463,BMW,91781,105,diesel,black,suv,False,True,False,False,False,False,True,137
4464,Mitsubishi,230961,173,diesel,grey,suv,True,True,False,True,True,False,True,117
4465,Subaru,111290,225,diesel,white,suv,True,True,True,True,True,False,True,192
4466,Nissan,60258,120,diesel,blue,suv,False,False,False,False,False,False,True,116
4467,Nissan,63283,85,diesel,grey,suv,False,True,False,False,False,False,True,116
4468,Mitsubishi,190286,160,diesel,brown,suv,True,True,False,True,True,False,True,176
4469,Nissan,183957,100,diesel,silver,suv,False,True,False,False,False,False,True,100
4470,BMW,129733,135,diesel,grey,suv,True,True,False,True,True,False,True,142
4471,BMW,227393,150,diesel,blue,suv,False,False,False,True,True,True,True,72
4472,Nissan,250952,130,diesel,white,suv,False,False,False,False,False,False,True,94
4473,BMW,71890,135,diesel,blue,suv,True,True,True,True,True,False,True,152
4474,BMW,233221,190,diesel,black,suv,False,True,False,True,True,True,True,125
4475,BMW,63748,140,diesel,white,suv,False,False,False,False,False,False,False,163
4476,Mitsubishi,97426,190,diesel,black,suv,True,True,True,True,False,True,True,194
4477,Mitsubishi,168055,190,diesel,black,suv,True,True,False,True,True,False,True,181
4478,Mitsubishi,207541,173,diesel,silver,suv,True,True,False,False,True,False,True,116
4479,BMW,174862,110,diesel,white,suv,True,True,False,False,True,True,True,126
4480,Mitsubishi,70792,230,diesel,blue,suv,True,True,False,True,False,True,True,211
4481,BMW,174479,155,diesel,white,suv,True,True,False,True,True,False,True,124
4482,BMW,104543,120,diesel,black,suv,True,True,False,True,False,False,True,88
4483,BMW,144658,135,diesel,silver,suv,True,True,False,True,True,True,True,139
4484,BMW,242674,110,diesel,black,suv,True,False,True,True,False,False,True,74
4485,BMW,132125,135,diesel,blue,suv,True,True,False,True,False,True,True,129
4486,BMW,225760,120,diesel,beige,suv,True,True,True,True,False,False,True,113
4487,Nissan,201199,130,diesel,black,suv,True,False,False,False,True,False,True,109
4488,BMW,78827,230,diesel,blue,suv,True,True,False,False,True,False,True,120
4489,BMW,195714,190,diesel,silver,suv,True,True,False,True,True,False,True,124
4490,Mitsubishi,112432,155,diesel,grey,suv,True,True,True,True,True,False,True,144
4491,BMW,139758,135,diesel,black,suv,False,True,False,False,True,False,True,124
4492,BMW,137587,160,diesel,blue,suv,True,True,True,False,True,False,True,89
4493,BMW,164229,110,diesel,black,suv,True,True,True,True,True,True,True,85
4494,BMW,144984,120,diesel,grey,suv,True,True,False,True,False,False,True,121
4495,Mitsubishi,191183,230,diesel,white,suv,True,True,True,True,False,True,True,198
4496,Nissan,111849,130,diesel,blue,suv,False,True,False,True,True,False,True,114
4497,BMW,177379,110,diesel,green,suv,True,True,False,True,False,True,True,86
4498,BMW,172204,110,diesel,blue,suv,True,False,False,True,False,False,True,84
4499,BMW,35316,140,diesel,white,suv,False,True,False,False,False,False,True,167
4500,BMW,146819,110,diesel,white,suv,True,True,False,False,False,False,True,129
4501,BMW,148773,110,diesel,black,suv,True,True,False,False,True,True,False,130
4502,Nissan,96247,100,diesel,grey,suv,True,True,False,True,False,False,True,122
4503,BMW,167830,135,diesel,grey,suv,True,True,False,True,True,True,True,144
4504,Nissan,83133,100,diesel,black,suv,True,True,True,False,False,False,True,125
4505,Mitsubishi,154197,190,diesel,black,suv,False,True,False,True,True,False,True,186
4506,BMW,72615,140,diesel,black,suv,True,True,False,True,True,True,True,165
4507,Nissan,123272,130,diesel,white,suv,False,True,False,False,True,False,True,121
4508,Mitsubishi,52253,190,diesel,white,suv,True,True,True,True,True,False,True,216
4509,Nissan,159290,100,diesel,black,suv,False,True,True,False,True,False,True,118
4510,BMW,191968,135,diesel,white,suv,True,True,False,True,True,True,True,137
4511,BMW,59934,140,diesel,silver,suv,True,True,True,False,False,False,False,169
4512,Nissan,67954,120,diesel,grey,suv,False,True,False,False,False,False,True,119
4513,Subaru,35025,230,diesel,grey,suv,True,True,True,False,True,False,True,250
4514,Subaru,204017,210,diesel,black,suv,True,True,False,False,True,False,True,150
4515,BMW,138304,105,diesel,blue,suv,True,True,False,False,True,False,True,116
4516,BMW,196977,135,diesel,black,suv,False,True,False,True,False,False,True,123
4517,BMW,192274,190,diesel,white,suv,False,True,False,True,True,False,True,141
4518,BMW,212996,130,diesel,black,suv,True,True,False,False,True,False,True,103
4519,BMW,120816,135,diesel,white,suv,True,True,False,True,True,True,True,151
4520,Mitsubishi,95930,190,diesel,grey,suv,True,True,False,True,True,True,True,198
4521,Nissan,56226,110,diesel,grey,suv,False,True,False,False,True,False,True,161
4522,Nissan,216744,120,diesel,black,suv,True,True,False,False,True,False,True,107
4523,BMW,234778,135,diesel,black,suv,False,True,False,True,True,False,True,118
4524,BMW,65918,120,diesel,black,suv,True,True,True,True,False,True,True,125
4525,BMW,79026,140,diesel,grey,suv,True,True,True,True,True,False,True,161
4526,Mitsubishi,80966,190,diesel,black,suv,True,True,False,True,False,False,True,191
4527,Toyota,219374,155,diesel,black,suv,True,True,True,True,True,True,True,146
4528,Mitsubishi,143236,190,diesel,brown,suv,True,True,False,True,True,False,True,178
4529,BMW,179766,140,diesel,brown,suv,True,True,True,True,False,False,True,140
4530,Nissan,188758,100,diesel,blue,suv,False,False,False,False,True,True,True,107
4531,Mitsubishi,145059,160,diesel,black,suv,True,True,False,True,True,False,True,185
4532,Nissan,103077,100,diesel,grey,suv,True,False,False,False,False,False,True,102
4533,Nissan,114905,100,diesel,black,suv,True,True,False,False,False,False,True,110
4534,Nissan,308676,105,diesel,white,suv,True,False,True,True,False,False,True,99
4535,Suzuki,94673,225,diesel,blue,suv,True,True,True,True,False,False,True,199
4536,Mitsubishi,223690,210,diesel,grey,suv,True,True,False,False,True,True,True,122
4537,Nissan,109705,100,diesel,black,suv,False,True,True,False,False,False,True,113
4538,BMW,77753,110,diesel,white,suv,False,False,False,False,True,False,True,146
4539,BMW,147194,190,diesel,black,suv,True,True,False,True,True,True,True,154
4540,Mitsubishi,158332,210,diesel,black,suv,True,True,False,False,True,False,True,130
4541,BMW,192663,135,diesel,blue,suv,False,True,False,False,True,False,True,133
4542,BMW,224024,135,diesel,blue,suv,True,True,False,True,False,False,True,120
4543,BMW,194961,150,diesel,silver,suv,True,True,False,True,False,False,True,76
4544,BMW,100011,135,diesel,grey,suv,False,True,False,True,True,False,True,133
4545,BMW,153399,120,diesel,brown,suv,True,True,False,True,True,False,True,133
4546,BMW,117221,135,diesel,grey,suv,False,True,False,False,False,False,True,126
4547,Toyota,69720,190,diesel,black,suv,True,True,True,True,True,True,True,201
